DBN,School Name,Borough,District,Grade Span,Enrollment,ELA Students Tested,ELA Mean Scale Score,ELA % Proficient,ELA % Level 4,ELA Proficiency Percentile (NYC Schools),Math Students Tested,Math Mean Scale Score,Math % Proficient,Math % Level 4,Math Proficiency Percentile (NYC Schools),Average % Proficient,Average Proficiency Percentile (NYC Schools),% Asian and Pacific Islander,% Black,% Hispanic,% White,% Multi-Racial,% Native American,% Students with Disabilities,% English Language Learners,% Poverty,Economic Need Index
29Q176,P.S. 176 Cambria Heights,Queens,29,3K-5,569,203,458.6,64.5,30.0,81.8,199,471.4,81.9,33.2,86.9,73.2,84.4,4.9,80.7,8.8,0.5,2.6,2.1,22.0,4.6,78.9,54.7
30Q234,P.S. 234,Queens,30,PK-5,494,146,459.9,68.5,39.0,86.2,145,464.7,77.2,25.5,80.4,72.9,83.3,14.0,5.7,32.4,41.9,5.3,0.6,22.5,13.0,57.1,57.1
27Q066,P.S. 066 Jacqueline Kennedy Onassis,Queens,27,3K-5,472,231,456.7,65.4,32.5,82.8,242,470.5,80.2,33.5,84.4,72.8,83.6,16.1,5.9,63.6,9.1,2.8,2.5,22.0,19.3,77.5,67.3
27Q316,Queens Explorers Elementary School,Queens,27,3K-5,363,129,457.2,66.7,31.8,84.0,127,468.3,78.7,32.3,81.8,72.7,82.9,34.7,6.9,48.8,5.2,1.1,3.3,22.9,11.8,81.5,72.9
20K105,P.S. 105 The Blythebourne,Brooklyn,20,K-5,1050,576,452.9,57.8,29.3,71.3,599,478.9,87.3,51.8,93.3,72.6,82.3,91.6,0.1,5.4,2.7,0.1,0.1,12.4,32.9,92.7,88.2
12X067,P.S. 067 Mohegan School,Bronx,12,3K-5,276,82,458.8,62.2,37.8,78.1,82,471.8,82.9,43.9,88.5,72.6,83.3,0.4,34.1,62.7,0.7,0.7,1.1,30.8,13.0,>95%,>95%
26Q159,P.S. 159,Queens,26,PK-5,502,245,452.9,62.0,24.9,77.8,260,471.9,83.1,38.5,89.0,72.6,83.4,57.4,0.4,20.9,18.5,2.4,0.4,20.5,28.3,56.6,54.5
29Q132,P.S. 132 Ralph Bunche,Queens,29,3K-5,283,114,454.2,61.4,24.6,76.6,114,468.1,83.3,27.2,89.6,72.4,83.1,2.5,74.2,14.8,1.4,0.7,6.4,31.8,4.6,74.2,66.5
17K289,P.S. 289 George V. Brower,Brooklyn,17,3K-5,269,71,457.0,70.4,26.8,88.0,70,469.4,74.3,42.9,75.7,72.4,81.9,4.5,63.6,25.3,3.7,2.6,0.4,42.8,11.5,89.6,92.1
19K065,P.S. 065,Brooklyn,19,3K-5,521,221,457.2,63.3,33.5,79.8,225,471.3,81.3,38.7,86.2,72.3,83.0,4.8,8.8,80.8,2.7,0.2,2.7,17.3,24.4,88.7,85.6
18K244,P.S. 244 Richard R. Green,Brooklyn,18,PK-5,326,125,457.7,65.6,35.2,83.1,124,470.9,79.0,43.5,82.3,72.3,82.7,5.2,73.9,13.8,3.7,0.3,2.5,34.7,4.0,85.3,81.8
30Q361,The Woodside Community School,Queens,30,PK-5,486,205,460.0,68.3,34.6,86.0,207,468.2,76.3,31.9,79.1,72.3,82.6,37.2,1.0,42.0,16.0,2.9,0.8,15.2,18.5,67.5,60.4
25Q193,P.S. 193 Alfred J. Kennedy,Queens,25,PK-5,594,260,456.5,65.0,32.7,82.6,262,471.8,79.4,39.7,83.1,72.2,82.8,28.1,0.8,21.7,46.3,2.2,0.8,18.7,9.3,47.8,41.5
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Queens,25,3K-3,299,46,455.3,60.9,26.1,75.4,47,466.5,83.0,23.4,88.7,71.9,82.1,78.3,3.7,13.4,2.7,1.7,0.3,18.1,31.4,62.2,66.9
30Q227,I.S. 227 Louis Armstrong,Queens,30,5-8,1555,1470,461.4,72.0,41.1,89.2,1119,464.2,71.6,30.3,72.1,71.8,80.7,27.1,13.2,35.9,19.2,4.1,0.5,16.0,4.6,66.0,55.7
20K170,Ralph A. Fabrizio School,Brooklyn,20,K-5,808,418,454.1,61.0,33.0,75.7,436,477.7,82.3,52.8,87.7,71.7,81.7,57.2,0.5,17.6,22.2,2.5,0.1,16.6,25.6,90.0,79.4
22K236,P.S. 236 Mill Basin,Brooklyn,22,PK-5,583,255,458.1,65.9,37.3,83.2,257,469.2,77.4,35.4,80.8,71.7,82.0,16.5,17.5,11.5,49.9,4.5,0.2,20.1,5.1,41.9,37.5
21K253,P.S. 253,Brooklyn,21,K-5,948,417,454.6,61.2,29.7,76.1,417,471.6,81.8,41.0,86.7,71.5,81.4,32.7,1.2,24.7,38.7,2.2,0.5,15.7,22.8,88.4,87.1
10X007,Milton Fein School,Bronx,10,K-5,337,163,459.1,67.5,37.4,85.4,171,469.1,75.4,36.8,78.0,71.5,81.7,6.2,9.5,71.8,8.0,4.5,0.0,21.1,13.6,76.9,77.0
30Q084,P.S. 084 Steinway,Queens,30,3K-5,378,135,457.6,67.4,34.1,85.0,134,463.9,75.4,24.6,77.8,71.4,81.4,7.1,3.7,32.5,52.9,2.9,0.3,18.8,8.7,47.4,50.4
28Q099,P.S. 099 Kew Gardens,Queens,28,K-5,692,266,455.5,63.5,27.8,80.3,278,468.5,79.1,29.5,82.6,71.3,81.4,24.3,6.9,40.0,22.1,5.2,1.3,24.4,10.4,55.2,55.8
14K380,P.S. 380 John Wayne Elementary,Brooklyn,14,3K-5,366,124,455.3,60.5,27.4,75.0,123,467.0,82.1,26.8,87.5,71.3,81.2,2.5,19.4,69.9,7.7,0.3,0.3,39.9,12.6,88.5,89.5
31R029,P.S. 029 Bardwell,Staten Island,31,PK-5,583,232,456.3,65.5,27.2,83.0,234,466.9,76.9,29.9,79.8,71.2,81.4,26.8,6.5,25.2,38.4,2.9,0.2,31.6,5.8,59.7,51.4
25Q024,P.S. 024 Andrew Jackson,Queens,25,PK-5,1169,561,450.8,56.3,27.6,68.6,585,477.1,85.8,48.7,91.8,71.1,80.2,82.5,1.7,13.3,1.2,0.9,0.4,14.9,37.3,80.3,77.3
20K247,P.S. 247 Brooklyn,Brooklyn,20,K-5,770,363,454.6,63.4,24.2,79.9,372,470.7,78.8,39.2,81.9,71.1,80.9,57.9,0.5,17.7,22.6,1.2,0.1,23.5,27.0,75.6,72.8
13K020,P.S. 020 Clinton Hill,Brooklyn,13,3K-5,696,245,459.3,71.0,34.3,88.5,245,463.6,71.0,28.6,71.4,71.0,80.0,4.9,23.4,19.3,41.4,10.1,1.0,16.8,2.2,33.3,37.9
31R032,P.S. 032 The Gifford School,Staten Island,31,3K-5,710,308,456.6,66.2,27.9,83.4,316,467.2,75.3,32.6,77.7,70.8,80.5,26.3,3.0,16.5,52.0,2.1,0.1,28.3,8.3,47.2,41.8
19K190,P.S. 190 Sheffield,Brooklyn,19,3K-5,110,30,449.7,60.0,16.7,73.9,32,465.4,81.2,25.0,85.9,70.6,79.9,0.0,65.5,21.8,10.9,1.8,0.0,27.3,12.7,94.5,89.6
03M084,P.S. 084 Lillian Weber,Manhattan,3,3K-5,688,243,456.6,66.3,38.7,83.5,245,465.8,74.7,31.8,76.4,70.5,80.0,3.8,9.2,27.5,50.9,8.3,0.4,18.6,6.4,27.3,34.9
30Q166,P.S. 166 Henry Gradstein,Queens,30,3K-5,733,283,458.0,66.4,39.6,83.6,282,466.7,74.5,33.3,75.9,70.4,79.8,21.3,4.2,40.1,28.9,4.5,1.0,17.5,19.6,59.3,56.1
14K110,P.S. 110 The Monitor,Brooklyn,14,PK-5,524,169,456.5,66.9,27.2,84.3,169,462.8,74.0,26.0,75.5,70.4,79.9,2.5,3.1,18.7,66.4,9.2,0.2,9.9,1.9,22.7,27.1
20K229,P.S. 229 Dyker,Brooklyn,20,3K-8,1093,644,457.8,66.9,37.3,84.4,626,467.7,73.8,36.7,75.4,70.4,79.9,60.1,1.2,20.2,17.2,0.8,0.4,18.8,16.7,91.9,56.7
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,Brooklyn,16,3K-5,171,49,456.9,67.3,36.7,84.9,45,461.7,73.3,24.4,74.8,70.3,79.8,1.2,70.2,14.6,7.0,6.4,0.6,24.6,1.8,77.8,76.9
31R052,P.S. 052 John C. Thompson,Staten Island,31,3K-5,647,272,454.0,61.8,24.6,77.3,274,470.1,78.8,36.5,82.2,70.3,79.8,36.5,3.9,17.2,40.6,1.5,0.2,23.8,17.0,73.6,61.0
06M187,P.S./I.S. 187 Hudson Cliffs,Manhattan,6,PK-8,764,440,459.4,70.7,34.1,88.1,415,461.3,69.9,23.1,69.9,70.3,79.0,4.1,4.2,45.3,37.8,8.2,0.3,23.4,5.0,38.5,38.1
25Q184,P.S. 184 Flushing Manor,Queens,25,PK-5,436,212,453.7,59.0,28.3,72.7,215,472.7,81.4,40.9,86.3,70.2,79.5,58.5,0.7,17.0,21.1,1.8,0.7,17.7,17.4,57.1,47.8
15K038,P.S. 038 The Pacific,Brooklyn,15,3K-5,557,199,458.2,67.8,33.7,85.8,200,466.1,72.5,33.5,73.8,70.2,79.8,10.6,24.4,24.2,29.6,11.0,0.2,17.1,2.9,35.7,41.3
12X066,P.S. 066 School of Higher Expectations,Bronx,12,3K-5,449,163,453.5,61.3,22.1,76.2,169,466.0,78.7,23.1,81.7,70.0,78.9,0.9,24.7,73.7,0.2,0.0,0.4,24.5,13.4,93.5,94.2
20K102,P.S. 102 The Bayview,Brooklyn,20,K-5,1013,434,456.9,65.0,33.6,82.5,431,468.0,74.9,34.3,77.1,70.0,79.8,16.9,1.5,25.8,50.9,4.3,0.4,24.8,11.4,58.5,60.2
26Q186,P.S. 186 Castlewood,Queens,26,3K-5,310,115,454.4,63.5,25.2,80.0,118,464.6,76.3,23.7,78.9,69.9,79.4,40.6,13.9,23.9,16.5,3.9,1.3,40.3,1.6,42.6,43.8
25Q244,The Active Learning Elementary School,Queens,25,PK-3,460,73,453.3,49.3,21.9,56.6,72,477.1,90.3,43.1,95.1,69.8,75.9,90.9,0.4,6.7,0.4,1.3,0.2,14.6,53.3,73.7,71.4
30Q150,P.S. 150 Queens,Queens,30,PK-5,620,260,457.2,66.5,37.7,83.7,261,469.1,72.8,39.1,74.1,69.7,78.9,24.4,1.9,40.6,26.5,5.2,1.5,13.5,16.8,48.1,49.7
25Q163,P.S. 163 Flushing Heights,Queens,25,PK-5,719,345,451.6,56.8,24.1,69.5,365,474.0,82.5,42.7,88.1,69.6,78.8,78.4,0.8,17.5,1.3,1.5,0.4,13.8,37.1,79.6,70.7
19K325,The Fresh Creek School,Brooklyn,19,3K-5,209,89,459.8,71.9,32.6,89.0,91,456.1,67.0,15.4,64.3,69.5,76.7,1.0,58.9,36.4,1.0,1.4,1.4,26.8,11.0,91.9,93.3
20K164,P.S. 164 Caesar Rodney,Brooklyn,20,3K-5,441,189,455.8,62.4,30.7,78.6,187,470.5,76.5,40.6,79.4,69.5,79.0,42.9,3.9,38.1,14.3,0.7,0.2,34.5,19.0,87.1,85.1
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Brooklyn,20,K-5,392,175,457.7,67.4,31.4,85.3,184,464.1,71.2,26.1,71.7,69.3,78.5,11.5,2.6,32.7,49.0,3.6,0.8,19.9,17.6,67.1,66.0
28Q161,P.S. 161 Arthur Ashe School,Queens,28,PK-5,528,166,456.6,62.7,31.9,78.9,178,464.8,75.8,24.7,78.4,69.2,78.6,57.6,4.5,16.5,1.9,1.5,17.4,18.9,13.1,83.3,74.3
11X481,The STEAM Bridge School,Bronx,11,K-5,248,93,460.7,67.7,37.6,85.7,92,464.4,70.7,28.3,70.8,69.2,78.2,21.0,14.9,41.5,19.8,2.4,0.0,14.9,24.2,79.0,82.9
20K176,P.S. 176 Ovington,Brooklyn,20,K-5,957,547,453.5,58.9,32.2,72.6,570,472.2,79.5,44.4,83.2,69.2,77.9,62.7,0.4,22.7,12.6,0.6,0.9,15.3,27.1,83.5,78.0
25Q032,P.S. 032 State Street,Queens,25,PK-5,801,395,455.4,63.0,33.4,79.6,403,467.9,74.9,36.2,77.0,69.0,78.3,64.0,0.5,26.7,4.2,3.7,0.5,18.0,14.9,65.9,62.5
28Q055,P.S. 055 Maure,Queens,28,3K-5,435,130,451.4,57.7,16.2,71.0,130,468.3,80.0,27.7,84.1,68.8,77.5,25.7,11.3,25.3,1.4,0.7,35.6,15.2,14.7,79.5,69.8
13K133,P.S. 133 William A. Butler,Brooklyn,13,3K-5,602,226,455.2,62.8,31.4,79.1,222,464.3,74.8,29.7,76.6,68.8,77.8,3.3,25.4,34.1,27.4,9.0,0.8,22.6,6.0,44.4,47.5
30Q398,The Hector Figueroa School,Queens,30,3K-5,465,193,454.2,61.1,30.6,75.9,195,471.1,76.4,47.2,79.3,68.8,77.6,45.8,0.9,39.1,11.6,2.6,0.0,18.1,24.7,66.9,63.5
11X153,P.S. 153 Helen Keller,Bronx,11,PK-5,466,178,456.9,67.4,27.5,85.1,180,462.6,70.0,24.4,70.2,68.7,77.7,6.7,62.0,26.8,2.4,1.7,0.4,19.1,1.7,72.3,65.6
31R053,The Barbara Esselborn School,Staten Island,31,3K-5,765,363,457.1,64.7,33.3,82.1,364,468.2,72.0,37.1,72.5,68.4,77.3,31.1,1.8,17.6,47.2,2.1,0.1,25.0,6.9,51.8,43.4
02M343,The Peck Slip School,Manhattan,2,3K-5,301,112,458.0,67.0,35.7,84.5,115,463.7,69.6,32.2,69.5,68.3,77.0,15.9,7.6,27.6,38.5,10.0,0.3,17.9,13.3,32.2,37.0
14K132,P.S. 132 The Conselyea School,Brooklyn,14,PK-5,605,245,456.8,63.7,36.3,80.5,242,464.4,72.7,29.8,74.0,68.2,77.3,6.3,10.1,33.2,42.1,7.8,0.5,16.9,5.3,36.9,44.5
02M130,P.S. 130 Hernando De Soto,Manhattan,2,PK-5,498,256,454.0,60.2,30.5,74.1,256,465.4,76.2,28.9,78.7,68.2,76.4,75.7,2.2,11.6,4.0,5.8,0.2,23.5,17.7,61.6,56.0
20K748,P.S. 748 Brooklyn School for Global Scholars,Brooklyn,20,K-5,422,207,455.0,61.4,31.9,76.4,211,467.0,74.9,30.3,76.8,68.1,76.6,42.4,0.0,27.3,27.3,1.7,1.4,19.7,19.4,86.3,75.8
06M366,Washington Heights Academy,Manhattan,6,PK-8,439,203,454.7,58.6,27.1,72.1,201,467.1,77.6,33.8,80.9,68.1,76.5,0.2,3.6,92.9,2.7,0.5,0.0,22.3,17.5,88.8,87.8
14K414,Brooklyn Arbor Elementary School,Brooklyn,14,PK-5,520,207,455.9,61.4,34.3,76.4,205,462.9,74.6,23.9,76.3,68.0,76.3,5.6,2.3,48.7,35.8,7.1,0.6,20.8,6.2,41.7,49.8
24Q087,P.S./I.S. 087 Middle Village,Queens,24,3K-8,549,278,455.8,63.7,27.7,80.4,281,464.6,72.2,28.8,72.7,68.0,76.6,12.9,1.3,59.6,24.0,1.1,1.1,21.3,12.0,72.9,67.4
26Q026,P.S. 026 Rufus King,Queens,26,3K-5,542,228,453.0,56.1,25.9,68.1,237,470.2,79.7,35.9,83.7,67.9,75.9,53.7,9.6,22.5,11.3,1.5,1.5,18.3,19.6,68.3,66.4
27Q108,P.S. 108 Captain Vincent G. Fowler,Queens,27,3K-5,1116,477,457.1,62.5,31.2,78.7,485,464.3,73.4,27.4,74.9,67.9,76.8,41.8,7.1,38.6,4.8,1.2,6.4,22.0,7.3,90.1,67.4
30Q085,P.S. 085 Judge Charles Vallone,Queens,30,3K-5,576,224,457.5,63.8,37.5,81.2,217,466.0,71.4,35.0,71.8,67.6,76.5,15.3,2.4,27.6,48.1,6.1,0.5,14.4,8.0,60.6,46.9
31R026,P.S./I.S. 26 The Carteret School,Staten Island,31,PK-6,303,173,453.6,60.7,27.7,75.2,175,465.2,74.3,26.3,75.7,67.5,75.4,26.1,4.6,27.7,38.6,3.0,0.0,23.8,8.3,53.5,49.5
15K032,P.S. 032 Samuel Mills Sprole,Brooklyn,15,3K-5,514,183,456.4,65.0,33.9,82.7,183,462.2,69.9,23.5,70.0,67.5,76.4,7.0,16.7,24.3,42.8,8.4,0.6,33.7,1.9,37.0,43.2
20K160,P.S. 160 William T. Sampson,Brooklyn,20,K-5,906,450,450.2,53.6,23.6,64.8,465,472.4,81.1,39.8,85.7,67.3,75.2,83.1,2.2,10.2,3.3,1.0,0.2,15.0,50.7,>95%,90.6
20K180,The SEEALL Academy,Brooklyn,20,3K-8,829,635,455.5,61.4,33.4,76.7,634,470.4,73.2,44.0,74.4,67.3,75.5,44.8,1.1,34.6,18.2,0.6,0.7,18.2,20.0,88.8,86.7
31R048,P.S. 048 William G. Wilcox,Staten Island,31,PK-8,948,596,455.2,61.9,29.5,77.5,479,464.7,72.4,29.4,73.1,67.2,75.3,31.1,5.5,17.1,44.7,1.5,0.0,23.2,8.8,53.2,48.1
22K254,P.S. 254 Dag Hammarskjold,Brooklyn,22,3K-5,740,345,451.3,57.1,26.1,70.2,350,469.5,77.1,37.1,80.2,67.1,75.2,22.8,1.4,8.0,64.7,2.3,0.7,14.2,30.9,68.0,64.8
06M311,Amistad Dual Language School,Manhattan,6,K-8,381,227,454.6,61.7,27.8,77.0,196,462.4,72.4,22.4,73.2,67.1,75.1,0.8,1.8,92.7,2.9,1.6,0.3,31.0,23.9,78.5,74.0
07X277,P.S. 277,Bronx,7,3K-5,346,100,454.8,62.0,25.0,77.6,104,463.0,72.1,23.1,72.6,67.1,75.1,1.4,30.6,63.6,1.7,1.2,1.4,22.0,16.8,94.8,94.4
31R030,P.S. 030 Westerleigh,Staten Island,31,PK-5,720,316,453.2,58.5,23.1,71.8,319,464.0,75.5,25.4,78.1,67.0,75.0,18.6,4.2,22.9,50.4,3.6,0.1,28.3,6.5,46.0,38.8
30Q151,P.S. 151 Mary D. Carter,Queens,30,3K-5,303,138,457.0,63.8,38.4,80.7,141,471.8,70.2,51.1,70.4,67.0,75.5,19.5,22.1,45.5,10.2,0.3,2.3,26.7,16.2,82.5,80.9
05M517,Teachers College Community School,Manhattan,5,PK-8,252,147,453.6,57.1,22.4,70.5,86,463.6,76.7,22.1,79.6,66.9,75.1,2.4,46.4,38.1,7.9,4.4,0.8,21.8,3.6,71.8,79.7
02M042,P.S. 042 Benjamin Altman,Manhattan,2,3K-5,448,220,452.0,53.6,27.3,65.3,222,472.7,80.2,41.0,84.5,66.9,74.9,64.3,2.9,19.2,8.3,5.1,0.2,31.0,22.3,64.3,64.1
15K295,P.S. 295,Brooklyn,15,3K-5,171,53,454.2,58.5,22.6,71.7,52,462.7,75.0,23.1,77.3,66.7,74.5,2.9,5.8,40.4,45.0,5.8,0.0,28.7,9.4,44.4,40.5
24Q102,P.S. 102 Bayview,Queens,24,PK-8,1029,632,454.2,58.4,30.2,71.6,607,467.7,75.0,35.6,77.2,66.7,74.4,62.8,3.0,30.0,2.2,1.6,0.4,17.4,17.1,76.5,70.6
18K114,P.S. 114 Ryder Elementary,Brooklyn,18,3K-5,384,125,450.0,56.0,19.2,68.0,123,466.1,77.2,27.6,80.3,66.6,74.1,4.9,76.0,14.6,1.3,0.5,2.6,30.2,9.4,84.4,83.8
30Q212,P.S. 212,Queens,30,PK-5,557,224,453.7,59.4,29.0,73.1,225,467.5,73.8,33.3,75.3,66.6,74.2,20.5,0.7,58.9,14.0,5.4,0.5,25.9,19.9,63.2,56.4
30Q384,Hunters Point Elementary School,Queens,30,PK-5,567,192,457.5,63.0,42.2,79.5,197,464.6,70.1,34.5,70.3,66.5,74.9,21.9,10.8,25.7,33.3,8.1,0.2,15.7,10.6,33.0,33.0
23K599,Brooklyn Landmark Elementary School,Brooklyn,23,3K-5,358,140,455.1,64.3,32.9,81.6,144,461.9,68.8,25.0,68.0,66.5,74.8,1.7,64.5,29.6,1.4,2.8,0.0,22.6,8.9,75.4,80.8
08X075,P.S. 75 School of Research and Discovery,Bronx,8,3K-5,492,159,451.9,52.8,23.9,63.0,161,472.5,80.1,44.1,84.3,66.5,73.6,1.4,20.9,73.8,2.4,0.4,1.0,25.8,20.1,92.9,93.0
27Q114,P.S./M.S. 114 Belle Harbor,Queens,27,PK-8,657,320,455.4,60.3,27.8,74.4,309,462.4,72.5,18.8,73.6,66.4,74.0,2.6,3.5,18.9,71.2,3.5,0.3,30.9,3.0,26.5,27.6
03M452,P.S. 452,Manhattan,3,3K-5,403,130,454.6,62.3,29.2,78.5,132,465.9,70.5,33.3,70.7,66.4,74.6,19.1,10.4,28.5,36.2,5.0,0.7,14.1,7.2,32.0,36.3
29Q131,P.S. 131 Abigail Adams,Queens,29,3K-5,797,364,451.8,53.6,24.7,65.0,370,472.0,79.2,40.0,82.8,66.4,73.9,76.3,4.6,12.3,3.1,1.5,2.0,19.7,17.2,87.1,70.7
21K095,P.S. 095 The Gravesend,Brooklyn,21,K-8,896,573,453.5,56.4,25.8,68.8,580,468.6,76.0,34.8,78.6,66.2,73.7,34.3,3.9,33.6,26.0,1.3,0.9,19.2,18.8,78.5,75.8
20K205,P.S. 205 Clarion,Brooklyn,20,PK-5,1046,448,452.9,56.5,25.7,69.0,461,468.7,75.9,34.5,78.5,66.2,73.8,52.2,1.4,30.8,13.7,0.8,1.1,21.9,28.3,81.6,78.4
28Q354,The Jermaine L. Green STEM Institute of Queens,Queens,28,3K-5,529,190,452.1,53.2,23.2,64.4,191,468.4,79.1,36.1,82.5,66.1,73.4,3.4,69.4,20.8,1.3,2.6,2.5,23.6,6.0,81.1,79.9
24Q119,P.S./I.S. 119 The Glendale,Queens,24,K-8,1205,846,455.8,62.8,32.9,79.0,733,466.4,69.4,39.6,69.1,66.1,74.1,30.8,1.1,33.4,31.3,2.8,0.6,9.5,9.2,72.4,51.8
28Q139,P.S. 139 Rego Park,Queens,28,K-5,564,228,452.0,53.9,24.6,65.6,233,466.8,78.1,27.5,81.4,66.0,73.5,27.8,4.4,31.0,33.3,2.1,0.9,17.7,22.0,72.0,71.2
28Q140,P.S. 140 Edward K Ellington,Queens,28,K-5,248,112,457.2,64.3,33.0,81.6,111,463.3,67.6,29.7,66.1,65.9,73.8,19.0,48.0,28.2,0.0,0.8,4.0,14.5,18.1,79.8,78.9
20K069,P.S. 69 Vincent D. Grippo School,Brooklyn,20,K-5,543,259,449.3,50.2,25.1,58.4,270,472.6,81.5,41.9,86.6,65.8,72.5,86.9,0.4,7.2,4.6,0.7,0.2,22.5,48.3,93.4,89.1
01M361,The Children's Workshop School,Manhattan,1,3K-5,284,97,454.5,63.9,26.8,81.4,96,459.7,67.7,24.0,67.0,65.8,74.2,7.0,7.4,34.5,40.5,8.8,1.4,24.3,5.3,49.3,49.2
14K147,P.S. 147 Isaac Remsen,Brooklyn,14,3K-5,161,43,451.7,53.5,23.3,64.6,41,467.2,78.0,31.7,81.3,65.8,73.0,2.5,34.2,57.8,2.5,2.5,0.6,39.1,11.8,91.3,90.8
26Q173,P.S. 173 Fresh Meadows,Queens,26,PK-5,898,445,449.5,55.7,20.7,67.7,460,467.2,75.7,33.7,78.2,65.7,73.0,59.6,2.2,17.6,17.3,2.3,1.0,19.7,17.7,67.0,55.6
27Q317,Waterside Children's Studio School,Queens,27,PK-5,445,167,451.6,58.7,17.4,72.3,164,462.2,72.6,19.5,73.9,65.6,73.1,3.8,24.9,46.3,18.4,5.8,0.7,31.0,9.9,64.5,67.2
27Q362,Wave Preparatory Elementary School,Queens,27,3K-5,468,162,455.2,61.7,31.5,77.2,158,460.9,69.0,23.4,68.5,65.4,72.9,1.3,35.3,60.7,0.4,1.5,0.6,22.0,22.4,86.1,85.6
27Q096,P.S. 096,Queens,27,PK-5,315,127,453.3,62.2,23.6,78.2,130,461.3,68.5,23.8,67.5,65.3,72.9,35.6,15.2,18.4,6.3,1.9,22.5,8.9,15.9,81.3,75.6
14K297,P.S. 297 Abraham Stockton,Brooklyn,14,PK-5,205,92,454.4,58.7,21.7,72.5,92,462.7,71.7,25.0,72.2,65.2,72.3,1.0,44.4,47.3,5.9,0.0,1.5,43.4,8.8,92.2,91.4
02M217,P.S./I.S. 217 Roosevelt Island,Manhattan,2,3K-8,702,328,454.2,61.6,29.3,76.8,324,462.9,68.8,29.0,68.1,65.2,72.5,35.0,11.4,18.7,29.5,5.1,0.3,16.7,15.2,28.2,32.5
31R055,P.S. 055 Henry M. Boehm,Staten Island,31,PK-5,533,241,453.3,59.8,25.7,73.5,242,462.4,70.7,25.2,70.9,65.2,72.2,16.1,0.6,13.7,67.7,1.9,0.0,31.3,6.2,42.2,37.1
31R054,P.S. 054 Charles W. Leng,Staten Island,31,3K-5,752,303,453.5,57.8,23.8,71.2,308,468.0,72.4,30.8,73.0,65.1,72.1,46.0,4.1,17.6,29.5,2.1,0.7,23.7,6.2,65.7,59.9
20K682,The Academy of Talented Scholars,Brooklyn,20,K-5,353,187,453.5,60.4,25.7,74.6,189,464.0,69.3,27.5,69.0,64.9,71.8,32.6,1.4,8.2,55.0,2.5,0.0,26.1,23.5,73.1,70.8
17K316,P.S. 316 Elijah Stroud,Brooklyn,17,PK-5,664,248,457.0,60.5,36.3,75.0,247,466.4,69.2,33.2,68.8,64.9,71.9,3.2,47.4,17.9,22.0,8.0,1.4,16.4,2.9,44.3,51.0
22K197,P.S. 197 - The Kings Highway Academy,Brooklyn,22,3K-5,1047,469,449.0,52.2,20.9,62.5,478,467.9,77.4,31.4,80.7,64.8,71.6,26.3,5.7,11.0,54.8,1.8,0.3,15.1,28.4,78.3,77.9
26Q162,P.S. 162 John Golden,Queens,26,3K-5,416,227,450.6,52.9,24.2,63.1,236,471.3,76.7,39.0,79.5,64.8,71.3,73.8,1.9,14.9,7.5,1.4,0.5,17.5,29.1,66.3,56.0
01M315,The East Village Community School,Manhattan,1,3K-5,482,143,454.9,62.2,29.4,78.4,145,461.5,66.9,24.8,64.0,64.6,71.2,7.9,8.3,32.4,41.1,9.8,0.4,30.1,3.1,41.9,43.7
19K306,P.S. 306 Ethan Allen,Brooklyn,19,3K-5,268,117,456.2,59.8,29.9,73.8,117,464.6,69.2,33.3,68.8,64.5,71.3,0.4,69.4,28.7,0.7,0.4,0.4,26.9,6.0,>95%,>95%
11X068,P.S. 068 Bronx,Bronx,11,PK-5,514,220,455.2,60.5,26.4,74.8,226,462.4,68.6,22.1,67.9,64.5,71.3,1.6,58.2,34.0,3.1,1.2,1.8,37.9,6.6,81.1,79.6
28Q160,P.S. 160 Walter Francis Bishop,Queens,28,3K-5,668,223,451.9,57.4,22.0,70.8,228,462.4,71.5,23.2,72.0,64.4,71.4,25.1,31.6,29.3,1.0,3.0,9.9,25.4,19.0,85.6,79.6
01M110,P.S. 110 Florence Nightingale,Manhattan,1,PK-5,205,111,455.5,62.2,28.8,78.0,111,463.0,66.7,29.7,63.6,64.4,70.8,9.3,15.6,56.1,16.1,2.9,0.0,21.5,1.0,67.3,67.1
27Q146,P.S. 146 Howard Beach,Queens,27,3K-8,517,280,452.2,59.3,23.9,73.0,275,462.3,69.5,27.3,69.3,64.4,71.1,16.1,2.3,44.9,34.0,1.7,1.0,25.7,8.9,60.3,48.7
15K130,P.S. 130 The Parkside,Brooklyn,15,3K-5,913,374,453.7,62.0,26.7,77.7,375,461.2,66.7,26.7,63.6,64.3,70.6,12.8,5.8,17.3,56.0,7.2,0.9,21.4,4.1,27.6,30.5
17K770,P.S. 770 New American Academy,Brooklyn,17,PK-5,292,83,458.6,63.9,43.4,81.3,84,461.4,64.3,28.6,60.2,64.1,70.7,1.7,47.3,14.4,26.7,7.9,2.1,25.3,3.4,52.7,57.4
21K100,P.S. 100 The Coney Island School,Brooklyn,21,PK-5,565,258,450.6,55.0,20.5,66.7,259,465.2,73.0,27.4,74.3,64.0,70.5,8.0,2.8,3.9,83.9,1.1,0.4,22.7,18.4,66.0,63.5
